0,Cluster
20171223-22:18:5:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,5
20171223-22:18:5:653|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,5
20171223-22:17:22:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7062##548556##8661##16256##27286470,5
20171223-22:18:2:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,5
20171223-22:18:2:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,5
20171223-23:55:24:443|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33168762,5
20171223-23:55:24:442|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33140770,5
20171223-22:20:4:665|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7186##549404##8661##16256##27448983,5
20171223-22:19:12:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,5
20171223-22:20:4:664|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7185##549353##8661##16256##27448486,5
20171223-22:19:12:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,5
20171223-22:19:12:153|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,5
20171223-22:24:22:207|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,5
20171223-22:19:11:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,5
20171223-22:19:11:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,5
20171223-22:20:4:167|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7185##549353##8661##16256##27448486,5
20171223-22:19:11:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,5
20171223-22:19:11:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,5
20171223-23:54:34:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,5
20171223-23:54:34:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33113758,5
20171223-22:20:4:166|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7183##549302##8661##16256##27447483,5
20171223-23:54:29:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,5
20171223-23:54:29:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33112771,5
20171223-22:24:22:207|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7189##549659##8661##16256##27460494,5
20171223-22:19:14:656|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,5
20171223-22:19:14:655|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,5
20171223-22:20:3:165|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7183##549302##8661##16256##27447483,5
20171223-22:19:12:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,5
20171223-23:54:56:452|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33140770,5
20171223-23:54:56:451|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33138759,5
20171223-22:20:3:164|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7181##549251##8661##16256##27446989,5
20171223-23:54:54:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33138759,5
20171223-23:54:54:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33131773,5
20171223-22:17:23:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,5
20171223-22:18:1:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,5
20171223-22:18:1:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,5
20171223-22:20:7:666|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7188##549506##8661##16256##27451985,5
20171223-22:18:0:159|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,5
20171223-22:18:0:158|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,5
20171223-22:20:7:665|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7187##549455##8661##16256##27449982,5
20171223-22:17:58:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,5
20171223-22:17:58:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,5
20171223-23:17:42:392|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906710,5
20171223-22:17:57:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,5
20171223-22:17:57:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,5
20171223-23:23:19:447|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31243766,5
20171223-23:56:12:449|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33216767,5
20171223-23:23:19:446|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042520000##7214##549659##8661##16256##31239760,5
20171223-22:19:16:157|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,5
20171223-22:24:59:190|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27738504,5
20171223-23:54:35:442|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33118758,5
20171223-23:17:42:391|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30906310,5
20171223-23:23:15:441|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31239760,5
20171223-23:53:51:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,5
20171223-23:53:51:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33066759,5
20171223-22:17:23:653|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469,5
20171223-22:19:58:97|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,5
20171223-22:19:58:97|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7160##548925##8661##16256##27442097,5
20171223-22:20:5:664|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7187##549455##8661##16256##27449982,5
20171223-22:19:57:778|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,5
20171223-22:19:57:777|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7154##548920##8661##16256##27400475,5
20171223-23:56:12:448|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044440000##7214##549659##8661##16256##33169760,5
20171223-22:20:5:662|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7186##549404##8661##16256##27448983,5
20171223-23:55:25:442|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33169760,5
20171223-23:55:25:441|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044440000##7214##549659##8661##16256##33168762,5
20171223-23:17:41:991|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906310,5
20171223-22:17:47:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,5
20171223-22:17:56:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,5
20171223-22:17:56:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,5
20171223-22:17:47:153|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,5
20171223-22:17:55:649|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,5
20171223-23:17:41:991|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30905625,5
20171223-23:53:40:448|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,5
20171223-23:53:40:447|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33055760,5
20171223-22:17:46:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,5
20171223-22:17:46:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,5
20171223-23:54:28:452|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,5
20171223-23:54:28:452|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33081765,5
20171223-22:24:59:191|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,5
20171223-23:53:57:446|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,5
20171223-23:53:57:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33075759,5
20171223-22:17:55:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,5
20171223-22:17:46:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,5
20171223-22:17:55:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,5
20171223-22:17:55:153|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,5
20171223-22:17:46:154|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,5
20171223-22:17:54:153|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,5
20171223-22:17:54:152|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,5
20171223-22:24:54:186|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,5
20171223-22:17:53:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,5
20171223-22:17:53:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,5
20171223-22:24:54:185|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503,5
20171223-23:53:25:441|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33049759,5
20171223-23:53:25:440|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33041763,5
20171223-23:19:21:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31005759,5
20171223-23:53:17:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33041763,5
20171223-23:53:17:443|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33039758,5
20171223-23:19:21:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042280000##7214##549659##8661##16256##31004759,5
20171223-23:53:42:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,5
20171223-23:53:42:440|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33064766,5
20171223-22:17:23:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,5
20171223-23:53:15:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33039758,5
20171223-23:53:15:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33024761,5
20171223-23:19:20:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31004759,5
20171223-23:53:0:442|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33024761,5
20171223-23:53:0:441|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044260000##7214##549659##8661##16256##33021763,5
20171223-23:19:20:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30906710,5
20171223-23:52:57:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044260000##7214##549659##8661##16256##33021763,5
20171223-23:53:31:441|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,5
20171223-23:53:31:441|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33049759,5
20171223-22:24:52:185|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,5
20171223-22:17:52:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,5
20171223-22:17:52:151|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,5
20171223-22:20:8:173|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7189##549557##8661##16256##27452491,5
20171223-22:17:51:664|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,5
20171223-22:17:51:664|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,5
20171223-22:20:8:172|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7188##549506##8661##16256##27451985,5
20171223-23:56:35:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33239758,5
20171223-23:56:35:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33232763,5
20171223-23:46:14:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043900000##7214##549659##8661##16256##32611763,5
20171223-22:17:45:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,5
20171223-23:46:7:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32611763,5
20171223-23:46:7:444|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043660000##7214##549659##8661##16256##32403526,5
20171223-23:52:57:444|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044140000##7214##549659##8661##16256##32893026,5
20171224-0:0:0:624|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,5
20171223-23:50:48:708|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044140000##7214##549659##8661##16256##32893026,5
20171223-23:50:48:707|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043900000##7214##549659##8661##16256##32618758,5
20171224-0:0:0:624|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444553,5
20171223-23:56:28:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33232763,5
20171223-23:56:28:443|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33217764,5
20171224-0:0:6:445|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33450764,5
20171223-23:56:13:445|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33217764,5
20171223-23:56:13:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33216767,5
20171224-0:0:0:234|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,5
20171223-22:17:51:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,5
20171223-22:17:51:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,5
20171224-0:0:0:234|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,5
20171223-23:42:39:207|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043660000##7214##549659##8661##16256##32403526,5
20171223-23:42:39:207|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043540000##7214##549659##8661##16256##32258759,5
20171223-22:17:45:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,5
20171223-23:40:14:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32258759,5
20171223-23:40:14:440|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043540000##7214##549659##8661##16256##32254765,5
20171224-0:0:6:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33449757,5
20171223-23:40:10:446|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32254765,5
20171223-22:17:45:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,5
20171223-22:19:58:508|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7163##548935##8661##16256##27442827,5
20171223-22:19:58:508|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7160##548930##8661##16256##27442416,5
20171223-22:17:45:151|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,5
20171223-23:46:14:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32618758,5
20171223-23:40:10:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043360000##7214##549659##8661##16256##32080760,5
20171223-22:17:23:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970,5
20171223-23:37:16:441|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32080760,5
20171223-23:37:16:440|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514043360000##7214##549659##8661##16256##32078759,5
20171223-22:20:16:175|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494,5
20171223-23:37:14:441|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32078759,5
20171223-23:37:14:440|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042880000##7214##549659##8661##16256##31589757,5
20171223-22:19:59:166|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7165##548940##8661##16256##27443484,5
20171223-22:19:59:164|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7163##548935##8661##16256##27442827,5
20171223-22:20:16:175|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7189##549608##8661##16256##27457484,5
20171223-22:17:50:649|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,5
20171223-22:17:50:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,5
20171224-0:0:5:438|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,5
20171223-22:17:50:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,5
20171223-22:17:50:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,5
20171223-22:20:13:165|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7189##549608##8661##16256##27457484,5
20171223-22:17:49:655|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,5
20171223-22:17:49:655|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,5
20171223-22:20:13:164|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7189##549557##8661##16256##27452491,5
20171223-22:17:49:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,5
20171223-23:23:15:441|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042280000##7214##549659##8661##16256##31005759,5
20171223-22:20:0:666|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7173##549047##8661##16256##27444985,5
20171223-22:20:0:666|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7170##548996##8661##16256##27444484,5
20171224-0:0:5:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444943,5
20171223-22:20:0:165|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7170##548996##8661##16256##27444484,5
20171223-22:20:0:165|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7167##548945##8661##16256##27443986,5
20171223-22:17:28:156|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,5
20171223-22:19:59:667|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7167##548945##8661##16256##27443986,5
20171223-22:19:59:667|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7165##548940##8661##16256##27443484,5
20171223-22:17:28:156|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,5
20171223-22:17:49:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,5
20171223-22:17:22:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,5
20171223-23:57:42:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33306763,5
20171223-23:57:42:443|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33298759,5
20171223-22:17:25:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,5
20171223-23:57:34:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33298759,5
20171223-23:57:34:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33239758,5
20171223-22:17:25:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,5
20171223-22:17:48:649|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,5
20171223-22:17:48:648|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,5
20171223-23:29:5:438|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31589757,5
20171223-23:29:5:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042880000##7214##549659##8661##16256##31588757,5
20171223-22:17:22:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,5
20171223-23:29:4:438|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31588757,5
20171223-23:29:4:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514042520000##7214##549659##8661##16256##31243766,5
20171223-22:17:24:654|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,5
20171223-22:20:1:166|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7174##549098##8661##16256##27445485,5
20171223-22:20:1:166|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7173##549047##8661##16256##27444985,5
20171223-22:17:24:654|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,5
20171223-22:20:2:671|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7181##549251##8661##16256##27446989,5
20171223-22:20:2:670|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7179##549200##8661##16256##27446483,5
20171223-22:17:24:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,5
20171223-22:20:2:165|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038740000##7179##549200##8661##16256##27446483,5
20171223-22:31:32:226|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,5
20171223-22:31:32:225|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,5
20171223-22:30:24:348|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,5
20171223-22:30:24:347|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,5
20171223-22:30:24:28|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,5
20171223-22:30:24:28|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,5
20171223-22:17:22:151|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7060##548555##8661##16256##27285968,5
20171224-0:6:16:864|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045100000##0##549659##8661##16256##33821183,5
20171224-0:6:16:863|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514045040000##0##549659##8661##16256##33767093,5
20171224-0:5:22:774|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045040000##0##549659##8661##16256##33767093,5
20171224-0:5:22:774|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33450764,5
20171223-22:17:21:649|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968,5
20171223-22:17:21:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7058##548554##8661##16256##27285475,5
20171223-22:17:21:156|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475,5
20171223-22:17:21:156|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7056##548553##8661##16256##27284971,5
20171223-22:17:20:652|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971,5
20171223-22:17:20:652|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7054##548552##8661##16256##27283470,5
20171223-22:17:19:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470,5
